name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Nepal,2023-01-25,69.8,44.2,56.1,69.8,43.2,55.9,43.1,64.9,0,0,0,,0,0,23,15,298.3,1019.5,33.6,3.4,193.3,16.8,7,,2023-01-25T06:53:43,2023-01-25T17:38:27,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-01-26,69.8,47.2,57.3,69.8,47.2,57.2,43.8,63.1,0,0,0,,0,0,24.4,12.8,289.9,1019.1,60.1,3.9,192.9,16.7,7,,2023-01-26T06:53:22,2023-01-26T17:39:16,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-01-27,71.6,42.8,56.1,71.6,40,55.7,40.4,60.8,0,0,0,,0,0,26.6,11.4,309.6,1018.6,30.1,4.3,207.8,18,8,,2023-01-27T06:52:59,2023-01-27T17:40:05,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-01-28,69.8,41,54.6,69.8,39.9,54.1,37.4,56.5,0,0,0,,0,0,18.6,10.3,223.6,1017.2,28.1,4.6,203,17.6,8,,2023-01-28T06:52:35,2023-01-28T17:40:53,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-01-29,69.8,42.6,55.1,69.8,40,54.7,40.8,61.5,0,0,0,,0,0,16.3,8.1,129.9,1019.4,34.3,3.9,196.9,16.9,7,,2023-01-29T06:52:09,2023-01-29T17:41:42,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-01-30,68,47.8,56.1,68,44.3,55.7,45.2,68.6,0,0,0,,0,0,16.1,7.4,133.3,1021.9,81.2,2.6,182.4,15.7,7,,2023-01-30T06:51:42,2023-01-30T17:42:30,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-01-31,73.4,48,59.1,73.4,48,59.1,43.4,60.5,0,0,0,,0,0,21.9,11.4,282.1,1018.8,53.8,3.4,198.3,17.2,7,,2023-01-31T06:51:14,2023-01-31T17:43:18,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-01,71.6,44.1,57,71.6,40.2,56.7,40.2,57.2,0,0,0,,0,0,21.3,11.4,291.1,1017,31.5,4.2,208.8,17.9,8,,2023-02-01T06:50:44,2023-02-01T17:44:06,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,remote,44449099999"
Nepal,2023-02-02,71.6,44.6,56.5,71.6,43,56.2,41.5,60.5,0,0,0,,0,0,16.1,10.3,187,1018,30.4,4,207.8,18,7,,2023-02-02T06:50:12,2023-02-02T17:44:53,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,remote,44449099999"
Nepal,2023-02-03,71.6,44.4,55.8,71.6,39.5,55.3,41.7,64.1,0,0,0,,0,0,16.8,10.3,190.5,1018.5,28,3.7,196.3,16.7,8,,2023-02-03T06:49:40,2023-02-03T17:45:41,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-04,69.8,44.6,56.1,69.8,42.6,55.9,43.8,66.2,0,0,0,,0,0,17,9.2,184.9,1015.9,28,3.7,189.9,16.4,7,,2023-02-04T06:49:06,2023-02-04T17:46:28,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-05,68,45.4,55.6,68,45.3,55.5,43.4,66.8,0,0,0,,0,0,15.2,12.8,178.9,1015.4,33.8,3.7,114,9.8,5,,2023-02-05T06:48:30,2023-02-05T17:47:14,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-06,69.8,45.4,55.8,69.8,44.1,55.5,44.7,69.3,0,0,0,,0,0,18.8,10.3,212.1,1015.4,34.1,3.2,132.6,11.5,6,,2023-02-06T06:47:54,2023-02-06T17:48:00,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-07,68,45.3,55.4,68,45.3,55.2,42.6,65.4,0,0,0,,0,0,21.7,12.8,246.6,1013.5,29.9,3.4,162.8,14,7,,2023-02-07T06:47:16,2023-02-07T17:48:46,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-08,66.3,43.8,54.7,66.3,43.2,54.5,42.7,65.4,0,0,0,,0,0,18.6,9.2,235.7,1015.6,40.2,3.6,188,16.1,7,,2023-02-08T06:46:36,2023-02-08T17:49:32,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-09,67.1,46.4,55,67.1,46.2,54.9,45.3,72,0.004,100,4.17,rain,0,0,17,10.3,216.2,1016.5,42.1,3.1,142.1,12.4,6,,2023-02-09T06:45:56,2023-02-09T17:50:17,0.62,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-02-10,69.8,45.6,55.8,69.8,44.2,55.6,45.2,70.9,0,0,0,,0,0,22.6,13.9,282.4,1016.8,28.1,3.1,203.2,17.5,8,,2023-02-10T06:45:14,2023-02-10T17:51:02,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-11,71.6,44.6,57.5,71.6,43.2,57.4,43.5,63.6,0,0,0,,0,0,24.6,12.8,312,1016.8,27.6,3.9,223.2,19.4,8,,2023-02-11T06:44:31,2023-02-11T17:51:47,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-12,68,44.6,56.2,68,43.2,56.1,38.5,55.7,0,0,0,,0,0,24.4,12.8,291.3,1015.6,29,4.5,208.1,17.9,8,,2023-02-12T06:43:47,2023-02-12T17:52:31,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-13,68.1,42.6,53.8,68.1,42.6,53.7,40.5,62.7,0,0,0,,0,0,17.2,16.1,195.2,1014.3,27.5,3.6,229.5,19.9,8,,2023-02-13T06:43:02,2023-02-13T17:53:14,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,remote,44449099999"
Nepal,2023-02-14,68.2,43.8,54.8,68.2,41.4,54.6,40.9,62.6,0,0,0,,0,0,19.5,11.4,216.8,1017.6,31.2,3.7,207.6,18,8,,2023-02-14T06:42:15,2023-02-14T17:53:58,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-15,69.8,48.3,58.3,69.8,48.3,58.3,41.3,55.6,0,0,0,,0,0,18.3,13.9,216.5,1016.9,64.3,4.3,205.7,17.7,8,,2023-02-15T06:41:28,2023-02-15T17:54:41,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,remote,44449099999"
Nepal,2023-02-16,73.4,54.3,62,73.4,54.3,62,43.8,53.5,0,0,0,,0,0,16.3,10.3,225,1019.5,47.8,4,215.9,18.7,8,,2023-02-16T06:40:40,2023-02-16T17:55:23,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-17,73.4,48.2,60.3,73.4,47.3,60.3,44.8,59.7,0,0,0,,0,0,18.1,42.1,279.8,1021.2,28.1,3.9,233.2,20.1,8,,2023-02-17T06:39:50,2023-02-17T17:56:05,0.9,Partially cloudy,Partly cloudy throughout the day.,wind,"44454099999,VNKT,44449099999"
Nepal,2023-02-18,73.4,50,60.5,73.4,50,60.5,44.9,59.5,0,0,0,,0,0,17.4,10.3,253.9,1020.7,29.7,3.7,235.8,20.4,8,,2023-02-18T06:38:59,2023-02-18T17:56:47,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,remote"
Nepal,2023-02-19,73.4,53.6,62,73.4,53.6,62,46.5,59.2,0,0,0,,0,0,18.6,42.1,265.8,1019.6,32.7,3.6,229.9,19.9,9,,2023-02-19T06:38:08,2023-02-19T17:57:28,0.96,Partially cloudy,Partly cloudy throughout the day.,wind,"44454099999,VNKT"
Nepal,2023-02-20,73.8,49.5,60.5,73.8,49.5,60.5,47.9,65.3,0,0,0,,0,0,19,12.8,201.4,1018,31.5,3.6,174.5,15,7,,2023-02-20T06:37:16,2023-02-20T17:58:09,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-21,73.5,51,61.2,73.5,51,61.2,51,71.3,0,0,0,,0,0,25.3,11.4,223.9,1018,28.1,2.7,149.1,12.9,6,,2023-02-21T06:36:22,2023-02-21T17:58:49,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-22,75.2,50.5,61.8,75.2,50.5,61.8,46.7,62.6,0,0,0,,0,0,19.7,16.5,289,1016.4,40.2,3.4,213.5,18.5,8,,2023-02-22T06:35:28,2023-02-22T17:59:29,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-23,75.2,50.7,61.5,75.2,50.7,61.5,49.1,66.3,0,0,0,,0,0,22.6,13.9,206.8,1015.8,28.1,3.5,232.2,20.1,8,,2023-02-23T06:34:33,2023-02-23T18:00:09,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-24,73.7,50,60.3,73.7,50,60.3,47.8,67,0,0,0,,0,0,19.9,15.7,202.9,1018.4,34.3,3.6,232.2,19.9,8,,2023-02-24T06:33:37,2023-02-24T18:00:48,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,remote,44449099999"
Nepal,2023-02-25,71.6,51,60,71.6,51,60,50,71.4,0,0,0,,0,0,17.9,18.3,206.9,1021.7,53,3.3,195.9,17.1,7,,2023-02-25T06:32:40,2023-02-25T18:01:26,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-02-26,69.8,50,57.3,69.8,50,57.3,49,76.1,0.039,100,4.17,rain,0,0,17.7,16.1,186.5,1023.7,68.7,3.1,174.3,15.1,7,,2023-02-26T06:31:42,2023-02-26T18:02:05,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-02-27,69.3,45.4,56.6,69.3,44.2,56.5,47.3,73.5,0.118,100,4.17,rain,0,0,19.5,11.4,224.1,1022.6,48,3.6,187,16.3,7,,2023-02-27T06:30:44,2023-02-27T18:02:43,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"44454099999,VNKT,remote,44449099999"
Nepal,2023-02-28,71.6,48.2,59,71.6,47.3,59,49.5,72.9,0,0,0,,0,0,18.3,12.7,219.2,1022.3,48.3,3,236.9,20.5,8,,2023-02-28T06:29:45,2023-02-28T18:03:20,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-03-01,72.9,51.1,61,72.9,51.1,61,51.3,72.6,0,0,0,,0,0,24.8,10.3,247.8,1023.5,49,2.7,223.2,19.4,8,,2023-03-01T06:28:45,2023-03-01T18:03:58,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-03-02,73.7,51.8,62.1,73.7,51.8,62.1,51.4,70.3,0,0,0,,0,0,23.3,11,212.4,1022.9,42.8,2.6,220.8,19,8,,2023-03-02T06:27:45,2023-03-02T18:04:34,0.33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-03-03,75.1,53.5,63,75.1,53.5,63,52.5,70.7,0,0,0,,0,0,16.1,12.8,195.6,1022.8,42.5,2.7,235.5,20.3,8,,2023-03-03T06:26:44,2023-03-03T18:05:11,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-03-04,75.2,55.4,64,75.2,55.4,64,54.7,73.6,0,0,0,,0,0,18.1,15,202.2,1023.2,46.6,2.7,207.4,18,7,,2023-03-04T06:25:42,2023-03-04T18:05:47,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-03-05,77,55.4,64.1,77,55.4,64.1,51.7,68,0,0,0,,0,0,22.4,12.8,249.4,1022,38.7,3,215.8,18.5,8,,2023-03-05T06:24:40,2023-03-05T18:06:23,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-03-06,75.2,53.6,63.5,75.2,53.6,63.5,51.8,68,0,0,0,,0,0,23.3,13.9,215.5,1019.4,33.3,3.2,230.3,20,9,,2023-03-06T06:23:37,2023-03-06T18:06:58,0.46,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-03-07,78.2,51.8,63.3,78.2,51.8,63.3,46.3,58.7,0,0,0,,0,0,20.8,12.7,204.7,1020.5,34.2,4,256.1,22,9,,2023-03-07T06:22:34,2023-03-07T18:07:34,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-03-08,66.2,52.8,58.3,66.2,52.8,58.3,49,72.6,0.028,100,8.33,rain,0,0,16.3,9.2,95.8,1023.3,65.5,3.1,128.4,11,6,,2023-03-08T06:21:30,2023-03-08T18:08:08,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-03-09,76,44,60.8,76,44,60.8,45.4,61.3,0.004,100,4.17,rain,0,0,18.1,11.4,285.7,1021.5,34.7,4.1,227.7,19.6,9,,2023-03-09T06:20:26,2023-03-09T18:08:43,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"44454099999,VNKT,remote,44449099999"
Nepal,2023-03-10,76.4,49.6,62.5,76.4,48.9,62.4,44,54.1,0,0,0,,0,0,19.5,15,182.9,1020.8,40,4.3,251.2,21.8,9,,2023-03-10T06:19:21,2023-03-10T18:09:17,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-03-11,75.3,51.3,60.7,75.3,51.3,60.7,46.2,61.7,0,0,0,,0,0,15.2,10.3,146.2,1021.5,44.2,3.9,239.3,20.5,9,,2023-03-11T06:18:16,2023-03-11T18:09:51,0.63,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-03-12,77.5,48.9,61.9,77.5,48.9,61.9,48.5,64.5,0,0,0,,0,0,17.7,49.4,155.5,1021.5,39.1,3.4,256.5,22.1,9,,2023-03-12T06:17:11,2023-03-12T18:10:25,0.67,Partially cloudy,Becoming cloudy in the afternoon.,wind,"44454099999,VNKT,44449099999"
Nepal,2023-03-13,77,53.6,63.7,77,53.6,63.7,50.9,66.1,0,0,0,,0,0,17.7,13.9,217.5,1019.7,52.6,2.8,205.6,17.7,9,,2023-03-13T06:16:05,2023-03-13T18:10:59,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-03-14,76.4,52.3,63.6,76.4,52.3,63.6,50.1,64.6,0.028,100,4.17,rain,0,0,28.9,17.2,277.4,1017,59.9,3,205,17.6,8,,2023-03-14T06:14:59,2023-03-14T18:11:32,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-03-15,75.2,51.8,62.7,75.2,51.8,62.7,43.6,51.8,0,0,0,,0,0,20.8,11.4,170,1016.2,64.2,4.9,244.3,21,8,,2023-03-15T06:13:53,2023-03-15T18:12:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-03-16,75.2,51.8,62.3,75.2,51.8,62.3,48.4,62.4,0,0,0,,0,0,18.6,18.3,218.1,1018.1,60.5,3.5,234.7,20.3,8,,2023-03-16T06:12:46,2023-03-16T18:12:38,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-03-17,70.4,55.4,60.7,70.4,55.4,60.7,51,72.1,0,0,0,,0,0,18.3,16.5,238.1,1019.3,78.2,2.8,209.3,18,8,,2023-03-17T06:11:39,2023-03-17T18:13:11,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-03-18,71.6,51.8,58.7,71.6,51.8,58.7,51,77.2,0.472,100,8.33,rain,0,0,17,13.9,174.7,1017.8,72.6,3.4,188.2,16.1,8,,2023-03-18T06:10:32,2023-03-18T18:13:43,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-03-19,69.8,51.8,59.7,69.8,51.8,59.7,50.6,73.8,0,0,0,,0,0,14.8,11.4,185.8,1015.1,87.5,4.3,156.2,13.5,6,,2023-03-19T06:09:25,2023-03-19T18:14:15,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-03-20,66.2,52.9,57.3,66.2,52.9,57.3,51.7,82.8,3.174,100,8.33,rain,0,0,13.9,9.2,207.6,1013.7,86.9,4.1,114.2,9.8,4,,2023-03-20T06:08:17,2023-03-20T18:14:48,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-03-21,67,51.6,57.9,67,51.6,57.9,51.3,80,0.37,100,4.17,rain,0,0,16.8,8,155.7,1014,81.2,4.8,153.8,13.2,7,,2023-03-21T06:07:10,2023-03-21T18:15:20,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"44454099999,VNKT,remote,44449099999"
Nepal,2023-03-22,72.8,53.6,61.4,72.8,53.6,61.4,48.8,65.5,0.024,100,4.17,rain,0,0,20.1,20.1,279.6,1013.4,54.6,5.5,247,21.3,9,,2023-03-22T06:06:02,2023-03-22T18:15:52,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"44454099999,VNKT,44449099999"
